,Unnamed: 0,Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Driving_Experience,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
24599,31593,200501TB00041,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,79.93360129997987,37.913875302515216,1598.0,1.0,1.0,5.0,2.0
15806,20235,200501MM70705,2,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.93360129997988,22.913875302515216,,,,2.0,1.0
20426,26226,200501QK50571,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,61.93360129997988,27.913875302515216,1396.0,1.0,6.0,3.0,1.0
31835,40819,200501XD80966,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,56.93360129997988,27.913875302515216,998.0,1.0,,1.0,1.0
19111,24473,200501QA10092,1,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,30.933601299979877,7.913875302515212,,,,,
21585,27677,200501RG40615,1,9,0.0,2,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,69.94081476241654,27.842490696410252,,,,4.0,1.0
20462,26279,200501QK50608,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,73.94081476241654,27.842490696410252,1589.0,1.0,7.0,3.0,1.0
17321,22206,200501PL60763,4,9,0.0,2,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,51.94081476241654,17.842490696410252,,,,,
23119,29634,200501SX20222,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,45.94081476241654,12.842490696410252,1596.0,1.0,4.0,4.0,1.0
15202,19481,200501MM70037,1,11,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,86.94081476241654,32.84249069641025,,2.0,6.0,,
23339,29936,200501SX20416,2,5,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.94081476241654,17.842490696410252,781.0,1.0,7.0,4.0,1.0
22268,28534,200501RY10267,1,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,73.94081476241654,27.842490696410252,2402.0,2.0,1.0,1.0,1.0
10775,13803,200501JI49090,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,52.94081476241654,17.842490696410252,1171.0,1.0,9.0,5.0,1.0
22378,28664,200501RY10352,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,64.94081476241654,22.842490696410252,1796.0,1.0,8.0,3.0,1.0
36661,47115,200501ZD31199,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,77.94081476241654,27.842490696410252,,,,10.0,1.0
28426,36434,200501VK30159,1,2,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.94081476241654,12.842490696410252,49.0,1.0,6.0,6.0,3.0
20676,26546,200501QK50776,2,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,72.94081476241654,27.842490696410252,1995.0,2.0,1.0,8.0,1.0
2670,3276,200501CW11166,1,4,0.0,18,0,0.0,1.0,10.0,7.0,2.0,3.0,1.0,15.0,1,47.94081476241654,12.842490696410252,498.0,1.0,7.0,1.0,1.0
29629,37932,200501WW50056,1,8,0.0,9,0,8.0,0.0,0.0,1.0,10.0,3.0,1.0,15.0,1,71.94081476241654,27.842490696410252,2664.0,2.0,4.0,3.0,1.0
2946,3621,200501CW11451,1,9,0.0,5,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1,81.94081476241654,32.84249069641025,4398.0,1.0,4.0,10.0,1.0
23376,29984,200501SX20443,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.94081476241654,7.842490696410252,1242.0,1.0,7.0,3.0,1.0
11606,14792,200501KD50589,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,77.94081476241654,27.842490696410252,1781.0,1.0,8.0,7.0,1.0
19100,24460,200501QA10086,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,52.94081476241654,17.842490696410252,1998.0,1.0,8.0,5.0,1.0
12908,16546,200501KF60897,1,9,0.0,2,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,46.94081476241654,12.842490696410252,1996.0,1.0,7.0,2.0,1.0
22974,29448,200501SX20112,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,79.94081476241654,32.84249069641025,998.0,1.0,8.0,,
11054,14138,200501KD50196,1,19,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,60.94081476241654,22.842490696410252,2187.0,2.0,4.0,5.0,2.0
33089,42388,200501XH30741,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,51.94081476241654,17.842490696410252,1149.0,1.0,7.0,3.0,1.0
5808,7249,200501FH10298,2,3,0.0,15,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.94081476241654,17.842490696410252,124.0,1.0,1.0,5.0,1.0
389,462,200501BS70269,1,2,0.0,13,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,56.94081476241654,17.842490696410252,50.0,1.0,3.0,7.0,1.0
27411,35184,200501TX20265,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.94081476241654,17.842490696410252,1849.0,1.0,9.0,3.0,1.0
27211,34943,200501TX20123,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,57.94081476241654,17.842490696410252,1392.0,1.0,9.0,6.0,1.0
5385,6724,200501FH00001,1,19,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,73.94081476241654,27.842490696410252,,,,3.0,1.0
28518,36543,200501VK30223,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,63.94081476241654,22.842490696410252,1396.0,1.0,9.0,5.0,1.0
10039,12819,200501JI40357,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,66.94081476241654,22.842490696410252,1797.0,1.0,6.0,5.0,1.0
2045,2488,200501CW10571,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,69.94081476241654,27.842490696410252,7300.0,2.0,1.0,,
23863,30626,200501SX20845,1,9,0.0,7,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,64.94081476241654,22.842490696410252,1581.0,1.0,7.0,5.0,1.0
14894,19080,200501LX51221,2,1,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,58.94081476241654,22.842490696410252,,,,9.0,1.0
36320,46664,200501ZD30909,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,52.94081476241654,17.842490696410252,1390.0,1.0,5.0,2.0,1.0
31847,40833,200501XD80976,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,73.94081476241654,27.842490696410252,1996.0,1.0,9.0,5.0,1.0
35780,45979,200501ZD30448,1,5,0.0,18,0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,1,61.94081476241654,22.842490696410252,,,,6.0,1.0
22592,28937,200501RY10531,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,62.94081476241654,22.842490696410252,998.0,1.0,6.0,9.0,1.0
3501,4360,200501EO00084,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,50.94081476241654,17.842490696410252,645.0,1.0,1.0,4.0,1.0
29214,37417,200501VW40351,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,43.94081476241654,12.842490696410252,,,,4.0,1.0
25767,33166,200501TE00020,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,42.94081476241654,7.842490696410252,1598.0,1.0,7.0,4.0,1.0
20869,26785,200501RG40027,2,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,83.94081476241654,32.84249069641025,2969.0,1.0,16.0,10.0,1.0
3263,4037,200501CW11815,2,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,48.94081476241654,17.842490696410252,,,,7.0,1.0
32228,41338,200501XH30082,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,44.94081476241654,12.842490696410252,1124.0,1.0,8.0,5.0,1.0
25859,33267,200501TE00094,1,11,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,69.94081476241654,27.842490696410252,,2.0,5.0,8.0,1.0
33227,42573,200501XH39090,2,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,60.94081476241654,22.842490696410252,1598.0,1.0,3.0,4.0,1.0
1489,1833,200501CW10016,1,8,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,62.94081476241654,22.842490696410252,2402.0,2.0,3.0,3.0,1.0
34595,44394,200501YR90027,1,9,0.0,7,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,57.94081476241654,17.842490696410252,998.0,1.0,10.0,2.0,1.0
3360,4165,200501CW11936,3,5,0.0,15,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.94081476241654,17.842490696410252,599.0,1.0,6.0,4.0,1.0
31547,40445,200501XD80735,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,77.94081476241654,27.842490696410252,1896.0,2.0,4.0,6.0,1.0
22245,28505,200501RY10251,2,9,0.0,11,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,69.94081476241654,27.842490696410252,2946.0,1.0,5.0,,
34422,44152,200501YE81020,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,52.94081476241654,17.842490696410252,,,,5.0,1.0
28875,36979,200501VW40076,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,68.94081476241654,27.842490696410252,,,,3.0,1.0
26963,34620,200501TW60484,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,79.94081476241654,32.84249069641025,1597.0,1.0,6.0,4.0,1.0
22938,29400,200501SX20082,1,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.94081476241654,7.842490696410252,124.0,1.0,5.0,5.0,1.0
27438,35220,200501TX20283,2,9,0.0,11,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,48.94081476241654,17.842490696410252,,,,2.0,1.0
16777,21507,200501PL60288,1,9,0.0,18,0,2.0,0.0,10.0,3.0,10.0,1.0,1.0,15.0,1,80.94081476241654,32.84249069641025,3175.0,1.0,4.0,5.0,1.0
2115,2568,200501CW10627,2,1,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,77.94081476241654,27.842490696410252,,,,7.0,1.0
27455,35243,200501TX20301,1,9,0.0,2,0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,15.0,1,81.94081476241654,32.84249069641025,,,,3.0,1.0
7855,9940,200501HT20418,2,8,0.0,3,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,66.94081476241654,22.842490696410252,2402.0,2.0,2.0,10.0,1.0
17099,21908,200501PL60563,1,5,0.0,14,0,0.0,0.0,8.0,0.0,0.0,4.0,1.0,15.0,1,79.94081476241654,32.84249069641025,1300.0,1.0,6.0,2.0,1.0
38348,49095,2005030000972,2,9,0.0,18,0,0.0,0.0,0.0,1.0,10.0,2.0,1.0,15.0,1,46.94081476241654,12.842490696410252,1389.0,1.0,10.0,5.0,1.0
13898,17799,200501LX50348,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,43.94081476241654,12.842490696410252,1272.0,1.0,13.0,2.0,1.0
38140,48867,2005030000626,1,9,0.0,18,0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,15.0,1,61.94081476241654,22.842490696410252,1396.0,1.0,13.0,5.0,1.0
13179,16880,200501KG70198,2,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,58.94081476241654,22.842490696410252,,,,4.0,1.0
28194,36152,200501TX29115,2,21,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,64.94081476241654,22.842490696410252,15928.0,2.0,,,
37856,48563,2005030000232,1,9,0.0,17,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,2,62.94081476241654,22.842490696410252,,,,2.0,1.0
36084,46366,200501ZD30722,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,62.94081476241654,22.842490696410252,1781.0,1.0,7.0,7.0,1.0
516,628,200501BS70361,2,1,0.0,15,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,45.94081476241654,12.842490696410252,,,,6.0,1.0
2947,3622,200501CW11451,2,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2,78.94081476241654,32.84249069641025,1985.0,1.0,7.0,5.0,1.0
39156,49946,2005030002034,1,9,0.0,17,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,41.94081476241654,7.842490696410252,1396.0,1.0,7.0,7.0,3.0
24748,31792,200501TB00191,1,9,0.0,18,0,1.0,0.0,10.0,7.0,4.0,0.0,1.0,15.0,1,44.94081476241654,12.842490696410252,1753.0,2.0,11.0,,
25370,32638,200501TC00411,1,9,0.0,12,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,47.94081476241654,12.842490696410252,1196.0,1.0,9.0,3.0,1.0
3189,3942,200501CW11726,2,19,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1,77.94081476241654,27.842490696410252,1868.0,2.0,6.0,,
28772,36854,200501VW00025,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,51.94081476241654,17.842490696410252,,,,6.0,1.0
4661,5809,200501EO40916,2,9,0.0,14,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,47.94081476241654,12.842490696410252,988.0,1.0,15.0,,
12468,15929,200501KF60503,1,9,0.0,2,0,0.0,0.0,0.0,1.0,10.0,3.0,1.0,15.0,1,53.94081476241654,17.842490696410252,998.0,1.0,6.0,2.0,1.0
28439,36450,200501VK30168,1,21,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,64.94081476241654,22.842490696410252,5888.0,2.0,1.0,,
13495,17276,200501KG70445,1,5,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,52.94081476241654,17.842490696410252,,,,6.0,1.0
24513,31477,200501TA00269,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,59.94081476241654,22.842490696410252,2324.0,1.0,3.0,7.0,1.0
6640,8333,200501GD10379,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,70.94081476241654,27.842490696410252,,,,,
12830,16438,200501KF60819,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,45.94081476241654,12.842490696410252,1997.0,1.0,6.0,,
31825,40806,200501XD80957,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,57.94081476241654,17.842490696410252,,,,,
6634,8325,200501GD10373,3,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,52.94081476241654,17.842490696410252,1360.0,1.0,13.0,1.0,1.0
25046,32209,200501TC00139,2,9,0.0,18,0,8.0,0.0,9.0,2.0,10.0,0.0,1.0,15.0,1,41.94081476241654,7.842490696410252,1598.0,1.0,13.0,6.0,1.0
30808,39448,200501XD80105,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,49.94081476241654,17.842490696410252,,,,3.0,1.0
9618,12272,200501JI40014,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,55.94081476241654,17.842490696410252,,,,1.0,1.0
8343,10576,200501HT20817,1,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,48.94081476241654,17.842490696410252,1996.0,1.0,9.0,6.0,1.0
32948,42221,200501XH30644,2,1,0.0,18,3,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.94081476241654,12.842490696410252,,,,8.0,1.0
26573,34159,200501TW60197,1,9,0.0,11,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,48.94081476241654,17.842490696410252,1796.0,1.0,3.0,8.0,1.0
9502,12110,200501JC30820,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,67.94081476241654,22.842490696410252,,,,,
2799,3448,200501CW11313,1,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.94081476241654,17.842490696410252,124.0,1.0,4.0,7.0,1.0
38174,48902,2005030000655,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,52.94081476241654,17.842490696410252,1796.0,1.0,2.0,1.0,1.0
19058,24413,200501QA10053,1,3,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,40.94081476241654,7.842490696410252,,,,3.0,1.0
6386,8000,200501GD10135,2,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,71.94081476241654,27.842490696410252,1896.0,2.0,8.0,2.0,1.0
37323,47946,200501ZT80300,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,68.94081476241654,27.842490696410252,2295.0,1.0,5.0,,
12131,15454,200501KF60217,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,56.94081476241654,17.842490696410252,1799.0,1.0,9.0,2.0,1.0
17215,22069,200501PL60678,2,4,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,74.94081476241654,27.842490696410252,,,,,
20553,26394,200501QK50683,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,39.94081476241654,7.842490696410252,1341.0,1.0,10.0,4.0,1.0
38855,49627,2005030001705,1,4,0.0,14,0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,15.0,1,38.94081476241654,7.842490696410252,,,,,
36218,46539,200501ZD30828,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,63.94081476241654,22.842490696410252,1275.0,1.0,16.0,6.0,1.0
1710,2083,200501CW10252,1,3,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,46.94081476241654,12.842490696410252,124.0,1.0,2.0,3.0,1.0
6234,7804,200501FH10669,1,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,76.38439435333356,32.244700771788686,1997.0,2.0,2.0,6.0,1.0
31073,39800,200501XD80333,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,67.38439435333356,27.244700771788686,1270.0,1.0,17.0,5.0,1.0
4306,5370,200501EO40645,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,51.38439435333357,22.244700771788686,1598.0,1.0,9.0,6.0,1.0
33812,43347,200501YE80528,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,68.38439435333356,27.244700771788686,,,,1.0,1.0
29895,38283,200501WW50276,1,2,0.0,14,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,63.38439435333357,27.244700771788686,49.0,1.0,18.0,4.0,1.0
28959,37100,200501VW40154,1,2,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,40.38439435333357,12.244700771788686,49.0,1.0,,6.0,1.0
29616,37913,200501WW50043,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,55.38439435333357,22.244700771788686,,,,6.0,1.0
36061,46335,200501ZD30698,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,79.38439435333356,32.244700771788686,1769.0,1.0,5.0,5.0,1.0
26484,34053,200501TW60135,1,9,0.0,3,0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,1,81.38439435333356,37.244700771788686,,,,4.0,1.0
32230,41342,200501XH30086,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,45.38439435333357,17.244700771788686,1598.0,1.0,9.0,6.0,1.0
9564,12199,200501JC30881,2,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,63.38439435333357,27.244700771788686,1397.0,1.0,5.0,2.0,1.0
10832,13872,200501KD50036,1,11,0.0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.38439435333357,22.244700771788686,3900.0,2.0,2.0,6.0,3.0
1582,1935,200501CW10102,1,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,79.38439435333356,32.244700771788686,,,,3.0,1.0
35910,46140,200501ZD30568,2,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.38439435333357,22.244700771788686,,,,5.0,1.0
5617,7017,200501FH10156,1,9,0.0,18,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,2,55.38439435333357,22.244700771788686,2295.0,1.0,3.0,4.0,1.0
27426,35207,200501TX20277,3,19,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,82.38439435333356,37.244700771788686,970.0,1.0,8.0,6.0,1.0
29065,37234,200501VW40236,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,71.38439435333356,32.244700771788686,1984.0,1.0,1.0,10.0,1.0
14231,18224,200501LX50632,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,66.38439435333356,27.244700771788686,2150.0,1.0,11.0,7.0,1.0
30463,38992,200501WW50750,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,78.38439435333356,32.244700771788686,2435.0,1.0,7.0,,
2218,2695,200501CW10714,1,3,0.0,13,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,60.38439435333357,27.244700771788686,124.0,1.0,1.0,,
6434,8066,200501GD10197,1,11,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,58.38439435333357,22.244700771788686,7300.0,2.0,2.0,1.0,1.0
12583,16097,200501KF60606,2,9,0.0,2,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,65.38439435333356,27.244700771788686,1996.0,1.0,9.0,,
17432,22346,200501PL60849,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,52.38439435333357,22.244700771788686,1119.0,1.0,9.0,2.0,1.0
29239,37445,200501VW40369,2,1,0.0,5,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,45.38439435333357,17.244700771788686,,,,6.0,1.0
18142,23248,200501PY20343,1,9,0.0,18,0,2.0,0.0,10.0,3.0,4.0,1.0,1.0,15.0,1,75.38439435333356,32.244700771788686,1598.0,1.0,6.0,3.0,1.0
28020,35934,200501TX20704,1,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,57.38439435333357,22.244700771788686,1686.0,2.0,7.0,7.0,3.0
6885,8642,200501GD10600,1,19,0.0,9,0,3.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,1,66.38439435333356,27.244700771788686,,,,10.0,1.0
800,988,200501BS70585,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.38439435333357,12.244700771788686,1598.0,1.0,10.0,3.0,1.0
14727,18872,200501LX51080,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,60.38439435333357,27.244700771788686,1997.0,1.0,12.0,2.0,1.0
21546,27631,200501RG40589,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,43.38439435333357,12.244700771788686,1299.0,1.0,6.0,2.0,1.0
4159,5188,200501EO40533,1,9,0.0,18,0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,15.0,1,56.38439435333357,22.244700771788686,1370.0,1.0,8.0,,
13622,17442,200501KG70547,2,9,0.0,6,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,51.38439435333357,22.244700771788686,1388.0,1.0,2.0,6.0,1.0
10259,13102,200501JI40521,1,11,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,60.38439435333357,27.244700771788686,7300.0,2.0,3.0,1.0,1.0
7434,9393,200501HT20045,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,78.38439435333356,32.244700771788686,1596.0,1.0,1.0,1.0,1.0
16820,21554,200501PL60319,1,11,0.0,4,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,49.38439435333357,17.244700771788686,5883.0,2.0,4.0,4.0,1.0
36477,46875,200501ZD31047,1,20,0.0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,59.38439435333357,22.244700771788686,,2.0,10.0,2.0,1.0
35254,45293,200501YR90704,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,47.38439435333357,17.244700771788686,998.0,1.0,8.0,4.0,1.0
20486,26311,200501QK50630,1,11,0.0,5,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,61.38439435333357,27.244700771788686,8268.0,2.0,,2.0,1.0
23081,29588,200501SX20195,3,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,47.38439435333357,17.244700771788686,1597.0,1.0,7.0,4.0,1.0
3799,4735,200501EO40222,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.38439435333357,22.244700771788686,955.0,1.0,3.0,3.0,1.0
6310,7907,200501GD10053,1,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,85.38439435333356,37.244700771788686,,,,,
23757,30486,200501SX20756,2,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,85.38439435333356,37.244700771788686,2151.0,2.0,2.0,7.0,1.0
2891,3554,200501CW11392,1,11,0.0,15,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,87.38439435333356,37.244700771788686,10960.0,2.0,2.0,7.0,1.0
