,Unnamed: 0,Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Driving_Experience,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
36191,46504,200501ZD30804,1,9,0.0,8,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,69.0,40.0,1587.0,1.0,8.0,3.0,1.0
33055,42348,200501XH30717,2,9,0.0,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,61.0,35.0,1390.0,1.0,8.0,6.0,2.0
17577,22542,200501PL60983,1,19,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,55.0,30.0,2496.0,2.0,6.0,3.0,1.0
6839,8578,200501GD10553,1,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,58.0,35.0,1598.0,1.0,6.0,3.0,1.0
37798,48503,2005030000163,1,9,0.0,17,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,2,48.0,30.0,1598.0,1.0,6.0,5.0,3.0
2470,3010,200501CW10941,2,3,0.0,13,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,54.61635099447558,16.916091924450082,,,,4.0,1.0
38324,49070,2005030000910,2,9,0.0,18,0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.61635099447558,11.916091924450082,1905.0,2.0,9.0,1.0,1.0
31549,40447,200501XD80736,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,55.61635099447558,16.916091924450082,,2.0,5.0,3.0,1.0
33505,42936,200501YE80268,2,21,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,65.61635099447558,21.916091924450082,,,,8.0,1.0
1658,2021,200501CW10199,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1,66.61635099447558,21.916091924450082,8300.0,2.0,5.0,1.0,1.0
32148,41235,200501XH30006,1,9,0.0,13,0,0.0,0.0,10.0,1.0,3.0,4.0,1.0,15.0,1,89.61635099447558,31.91609192445008,,,,8.0,1.0
30151,38595,200501WW50494,1,11,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,69.61635099447558,21.916091924450082,,,,3.0,1.0
8556,10856,200501ID60065,2,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,71.61635099447558,26.91609192445008,,,,10.0,1.0
5228,6527,200501EO41379,3,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,63.61635099447558,21.916091924450082,1796.0,1.0,4.0,3.0,1.0
5880,7340,200501FH10353,1,5,0.0,17,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,61.61635099447558,21.916091924450082,749.0,1.0,2.0,6.0,1.0
33214,42552,200501XH30845,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,87.61635099447558,31.91609192445008,1794.0,1.0,4.0,5.0,1.0
37564,48238,200501ZT80504,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,62.61635099447558,21.916091924450082,1796.0,1.0,8.0,6.0,1.0
21054,27025,200501RG40197,2,2,0.0,6,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,40.61635099447558,6.9160919244500825,,,,7.0,1.0
12526,16012,200501KF60551,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,54.61635099447558,16.916091924450082,1390.0,1.0,4.0,7.0,1.0
32865,42117,200501XH30581,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.61635099447558,16.916091924450082,2499.0,2.0,3.0,4.0,1.0
19288,24716,200501QA10264,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,52.61635099447558,16.916091924450082,998.0,1.0,10.0,10.0,1.0
13305,17032,200501KG70299,1,9,0.0,18,0,8.0,5.0,0.0,0.0,0.0,1.0,1.0,15.0,2,46.61635099447558,11.916091924450082,698.0,1.0,1.0,6.0,1.0
4980,6212,200501EO41168,1,9,0.0,18,0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,51.61635099447558,16.916091924450082,1598.0,1.0,7.0,2.0,1.0
6322,7925,200501GD10084,1,5,0.0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.61635099447558,16.916091924450082,599.0,1.0,2.0,3.0,1.0
3352,4150,200501CW11904,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,48.61635099447558,11.916091924450082,1396.0,1.0,9.0,3.0,1.0
31123,39876,200501XD80386,2,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,56.61635099447558,16.916091924450082,2982.0,2.0,4.0,,
11041,14120,200501KD50187,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,82.61635099447558,31.91609192445008,1242.0,1.0,6.0,8.0,1.0
22068,28277,200501RY10096,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,42.61635099447558,6.9160919244500825,1149.0,1.0,1.0,5.0,1.0
35088,45068,200501YR90524,1,11,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,48.61635099447558,11.916091924450082,8300.0,2.0,6.0,2.0,1.0
17394,22294,200501PL60813,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,51.61635099447558,16.916091924450082,918.0,1.0,8.0,4.0,1.0
37340,47967,200501ZT80313,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.61635099447558,16.916091924450082,1390.0,1.0,2.0,3.0,1.0
13901,17803,200501LX50353,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,54.61635099447558,16.916091924450082,1390.0,1.0,6.0,3.0,1.0
22481,28798,200501RY10439,2,9,0.0,18,0,8.0,0.0,10.0,7.0,10.0,1.0,1.0,15.0,2,82.61635099447558,31.91609192445008,1597.0,1.0,9.0,,
25804,33206,200501TE00047,2,9,0.0,9,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,60.61635099447558,21.916091924450082,2494.0,1.0,4.0,8.0,1.0
38510,49263,2005030001225,2,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,51.61635099447558,16.916091924450082,1497.0,1.0,2.0,8.0,1.0
7300,9206,200501GD10998,1,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,81.61635099447558,31.91609192445008,1968.0,2.0,,4.0,1.0
23899,30674,200501SX20876,1,1,0.0,17,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,63.61635099447558,21.916091924450082,,,,7.0,1.0
32475,41647,200501XH30285,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,43.61635099447558,6.9160919244500825,1149.0,1.0,8.0,3.0,1.0
15397,19731,200501MM70345,2,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,58.61635099447558,16.916091924450082,,,,2.0,1.0
20416,26210,200501QK50562,2,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,88.61635099447558,31.91609192445008,1686.0,2.0,4.0,6.0,1.0
34662,44485,200501YR90113,1,9,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,48.61635099447558,11.916091924450082,2902.0,2.0,5.0,3.0,1.0
2762,3399,200501CW11265,2,8,0.0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,85.61635099447558,31.91609192445008,2979.0,1.0,1.0,2.0,1.0
28785,36870,200501VW40009,1,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,64.61635099447558,21.916091924450082,,,,,
10360,13245,200501JI40606,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,68.61635099447558,21.916091924450082,3199.0,1.0,7.0,4.0,1.0
24235,31109,200501TA00003,1,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,49.61635099447558,11.916091924450082,,,,,
13123,16810,200501KG70151,1,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,45.61635099447558,11.916091924450082,,,,8.0,1.0
2443,2969,200501CW10911,1,8,0.0,4,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,82.61635099447558,31.91609192445008,2402.0,2.0,,8.0,1.0
25117,32297,200501TC00196,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,46.61635099447558,11.916091924450082,2497.0,1.0,12.0,2.0,1.0
34424,44154,200501YE81021,2,9,0.0,18,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.61635099447558,11.916091924450082,,,,2.0,1.0
8343,10576,200501HT20817,1,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,50.61635099447558,16.916091924450082,1996.0,1.0,9.0,6.0,1.0
32822,42067,200501XH30551,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,53.61635099447558,16.916091924450082,,,,6.0,1.0
14877,19061,200501LX51209,1,9,0.0,6,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,63.61635099447558,21.916091924450082,1597.0,1.0,8.0,2.0,1.0
28381,36382,200501VK30124,4,5,0.0,18,0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,15.0,1,65.61635099447558,21.916091924450082,600.0,1.0,2.0,8.0,1.0
4830,6022,200501EO41049,3,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.61635099447558,16.916091924450082,,,,,
13300,17027,200501KG70296,1,19,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,52.61635099447558,16.916091924450082,2800.0,2.0,9.0,7.0,1.0
11679,14881,200501KD50639,3,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,50.61635099447558,16.916091924450082,1989.0,1.0,5.0,7.0,1.0
22810,29223,200501SX00085,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,42.61635099447558,6.9160919244500825,1242.0,1.0,4.0,4.0,1.0
18427,23602,200501PY20587,1,9,0.0,2,0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,15.0,2,84.61635099447558,31.91609192445008,1998.0,1.0,17.0,8.0,1.0
12647,16187,200501KF60665,2,9,0.0,15,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.61635099447558,16.916091924450082,1686.0,1.0,10.0,4.0,1.0
9846,12566,200501JI40202,1,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,44.61635099447558,6.9160919244500825,1905.0,2.0,8.0,6.0,1.0
23741,30461,200501SX20742,3,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,56.61635099447558,16.916091924450082,,,,5.0,1.0
24129,30971,200501SX21073,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.61635099447558,16.916091924450082,,,,5.0,1.0
35011,44964,200501YR90450,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,87.61635099447558,31.91609192445008,2461.0,2.0,5.0,1.0,1.0
25480,32794,200501TD00040,1,8,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,56.61635099447558,16.916091924450082,,,,8.0,1.0
9561,12196,200501JC30880,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.61635099447558,6.9160919244500825,1390.0,1.0,8.0,2.0,1.0
19337,24784,200501QA10306,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,66.61635099447558,21.916091924450082,1796.0,1.0,10.0,7.0,1.0
15200,19477,200501MM70032,1,4,0.0,18,0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,59.61635099447558,16.916091924450082,,,,2.0,1.0
13934,17847,200501LX50383,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,59.61635099447558,16.916091924450082,1598.0,1.0,6.0,4.0,1.0
15842,20292,200501MM70751,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,77.61635099447558,26.91609192445008,,,,7.0,1.0
38977,49758,2005030001880,1,19,0.0,13,0,1.0,0.0,0.0,7.0,9.0,1.0,1.0,1.0,1,47.61635099447558,11.916091924450082,,,,8.0,1.0
28704,36768,200501VK30363,2,3,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,55.61635099447558,16.916091924450082,124.0,1.0,3.0,3.0,1.0
37926,48638,2005030000314,1,2,0.0,18,3,0.0,0.0,10.0,1.0,1.0,1.0,1.0,15.0,1,40.61635099447558,6.9160919244500825,50.0,1.0,,9.0,3.0
34522,44277,200501YE81093,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,51.61635099447558,16.916091924450082,1388.0,1.0,13.0,,
20298,26056,200501QK50473,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,70.61635099447558,26.91609192445008,,,,3.0,1.0
33036,42326,200501XH30705,2,9,0.0,12,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,78.61635099447558,26.91609192445008,,,,6.0,1.0
22894,29340,200501SX20039,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.61635099447558,21.916091924450082,,,,5.0,1.0
22873,29312,200501SX20019,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,54.61635099447558,16.916091924450082,1242.0,1.0,4.0,2.0,1.0
3647,4557,200501EO40064,2,9,0.0,6,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,54.61635099447558,16.916091924450082,998.0,1.0,1.0,,
17461,22387,200501PL60878,2,3,0.0,13,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,42.61635099447558,6.9160919244500825,124.0,1.0,4.0,,
25398,32677,200501TC00438,1,9,0.0,17,0,0.0,0.0,10.0,7.0,4.0,1.0,1.0,15.0,1,48.61635099447558,11.916091924450082,1598.0,1.0,,8.0,1.0
17183,22025,200501PL60642,1,9,0.0,18,0,0.0,0.0,10.0,1.0,3.0,1.0,1.0,15.0,1,66.61635099447558,21.916091924450082,,,,6.0,1.0
33744,43245,200501YE80467,2,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,78.61635099447558,26.91609192445008,,,,2.0,1.0
34836,44715,200501YR90267,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,65.61635099447558,21.916091924450082,1389.0,1.0,11.0,5.0,1.0
8749,11092,200501JC30166,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,66.61635099447558,21.916091924450082,,,,,
9508,12117,200501JC30826,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,76.61635099447558,26.91609192445008,1390.0,1.0,6.0,5.0,1.0
32760,41994,200501XH30504,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,77.61635099447558,26.91609192445008,,,,3.0,1.0
20975,26916,200501RG40116,2,9,0.0,17,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,81.61635099447558,31.91609192445008,,,,3.0,1.0
33727,43226,200501YE80458,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,45.61635099447558,11.916091924450082,,,,1.0,1.0
21664,27767,200501RG40672,1,9,0.0,14,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,82.61635099447558,31.91609192445008,1396.0,1.0,9.0,2.0,1.0
14227,18219,200501LX50629,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,78.61635099447558,26.91609192445008,1590.0,1.0,12.0,3.0,1.0
25734,33125,200501TD00283,1,9,0.0,13,0,1.0,2.0,10.0,7.0,7.0,4.0,1.0,15.0,2,61.61635099447558,21.916091924450082,1988.0,1.0,9.0,,
38383,49130,2005030001000,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,71.61635099447558,26.91609192445008,2495.0,2.0,10.0,,
8441,10710,200501HT20900,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,61.61635099447558,21.916091924450082,1598.0,1.0,4.0,2.0,1.0
2716,3341,200501CW11215,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,63.61635099447558,21.916091924450082,,,,3.0,1.0
38615,49376,2005030001368,1,2,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.61635099447558,6.9160919244500825,49.0,1.0,6.0,,
8321,10541,200501HT20796,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,63.61635099447558,21.916091924450082,,,,,
10352,13235,200501JI40601,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,57.61635099447558,16.916091924450082,1998.0,1.0,10.0,2.0,1.0
9506,12115,200501JC30824,1,9,0.0,18,0,0.0,0.0,10.0,1.0,10.0,1.0,1.0,15.0,1,67.61635099447558,21.916091924450082,1598.0,1.0,,,
2379,2889,200501CW10853,1,8,0.0,18,2,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,46.61635099447558,11.916091924450082,2664.0,2.0,6.0,4.0,3.0
9725,12406,200501JI40101,1,90,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,59.61635099447558,16.916091924450082,3500.0,1.0,6.0,4.0,1.0
36626,47070,200501ZD31171,1,9,0.0,4,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,45.61635099447558,11.916091924450082,973.0,1.0,6.0,4.0,1.0
31939,40962,200501XD81054,1,9,0.0,9,0,8.0,0.0,0.0,1.0,10.0,1.0,1.0,15.0,1,52.61635099447558,16.916091924450082,,,,3.0,1.0
4575,5702,200501EO40850,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,63.61635099447558,21.916091924450082,2499.0,2.0,10.0,5.0,1.0
3929,4894,200501EO40328,1,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,82.61635099447558,31.91609192445008,,,,1.0,1.0
5838,7289,200501FH10319,2,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,54.61635099447558,16.916091924450082,,,,,
17474,22402,200501PL60888,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,58.48653587146901,24.545743038565348,1988.0,1.0,6.0,3.0,1.0
14534,18612,200501LX50898,1,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,71.48653587146902,34.54574303856535,,,,2.0,1.0
16951,21722,200501PL60433,1,9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.48653587146901,29.545743038565348,,,,1.0,1.0
26560,34141,200501TW60187,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.48653587146901,14.545743038565352,1998.0,1.0,9.0,3.0,1.0
489,593,200501BS70342,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,86.48653587146902,39.54574303856535,1390.0,1.0,5.0,8.0,1.0
9685,12355,200501JI40072,2,9,0.0,8,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,49.48653587146901,19.54574303856535,1799.0,1.0,8.0,5.0,1.0
32879,42134,200501XH30591,2,9,0.0,3,0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,55.48653587146901,24.545743038565348,1124.0,1.0,8.0,4.0,1.0
27791,35651,200501TX20541,2,10,0.0,10,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,63.48653587146901,29.545743038565348,1998.0,2.0,1.0,,
16695,21402,200501PL60206,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1,85.48653587146902,39.54574303856535,5883.0,2.0,4.0,4.0,1.0
4181,5212,200501EO40547,1,3,0.0,13,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.48653587146901,24.545743038565348,124.0,1.0,3.0,2.0,1.0
37541,48213,200501ZT80486,1,9,0.0,4,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.48653587146901,14.545743038565352,1396.0,1.0,7.0,7.0,1.0
28683,36744,200501VK30350,3,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,3,56.48653587146901,24.545743038565348,1589.0,1.0,8.0,8.0,1.0
21734,27853,200501RG40726,2,19,0.0,10,0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,64.48653587146902,29.545743038565348,1686.0,2.0,4.0,4.0,1.0
24107,30942,200501SX21057,1,9,0.0,6,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,80.48653587146902,39.54574303856535,1796.0,1.0,5.0,10.0,1.0
6496,8141,200501GD10247,1,5,0.0,17,0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,15.0,1,50.48653587146901,24.545743038565348,599.0,1.0,2.0,6.0,1.0
2896,3562,200501CW11399,1,8,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,72.48653587146902,34.54574303856535,2402.0,2.0,2.0,4.0,1.0
4801,5983,200501EO41027,1,2,0.0,18,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,40.48653587146901,14.545743038565352,49.0,1.0,5.0,5.0,1.0
38475,49228,2005030001199,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,58.48653587146901,24.545743038565348,,,,7.0,3.0
1554,1904,200501CW10078,1,4,0.0,18,0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,1,64.48653587146902,29.545743038565348,,,,,
30620,39199,200501WW59125,2,9,0.0,18,0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,15.0,2,52.48653587146901,24.545743038565348,1360.0,1.0,1.0,4.0,1.0
37765,48468,2005030000107,1,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,3,57.48653587146901,24.545743038565348,1342.0,1.0,17.0,,
5219,6516,200501EO41373,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,78.48653587146902,34.54574303856535,,,,5.0,1.0
36648,47099,200501ZD31188,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,68.48653587146902,29.545743038565348,1598.0,1.0,12.0,4.0,1.0
33262,42620,200501XS00054,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,43.48653587146901,14.545743038565352,1573.0,1.0,27.0,,
35558,45689,200501ZD30214,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,58.48653587146901,24.545743038565348,,2.0,2.0,3.0,1.0
17575,22539,200501PL60981,1,3,0.0,18,0,8.0,0.0,10.0,7.0,2.0,0.0,1.0,15.0,1,45.48653587146901,19.54574303856535,85.0,1.0,13.0,,
27564,35375,200501TX20382,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,50.48653587146901,24.545743038565348,1560.0,2.0,,2.0,1.0
11294,14409,200501KD50355,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,45.48653587146901,19.54574303856535,1596.0,1.0,10.0,7.0,1.0
2529,3100,200501CW11009,1,11,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,62.48653587146901,29.545743038565348,,,,3.0,1.0
5471,6828,200501FH10027,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,65.48653587146902,29.545743038565348,1781.0,1.0,18.0,5.0,1.0
9763,12454,200501JI40131,2,9,0.0,12,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,70.48653587146902,34.54574303856535,,,,9.0,1.0
9103,11564,200501JC30471,1,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,45.48653587146901,19.54574303856535,,,,2.0,1.0
15099,19341,200501LX51420,1,10,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,68.48653587146902,29.545743038565348,,,,,
1137,1402,200501CP00058,1,8,0.0,11,0,1.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,1,82.48653587146902,39.54574303856535,1896.0,2.0,4.0,4.0,1.0
14499,18569,200501LX50860,2,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,72.48653587146902,34.54574303856535,,,,,
35105,45094,200501YR90542,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,56.48653587146901,24.545743038565348,1799.0,1.0,7.0,2.0,1.0
14953,19158,200501LX51288,1,20,0.0,7,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,50.48653587146901,24.545743038565348,4580.0,2.0,10.0,2.0,1.0
16854,21598,200501PL60351,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,83.48653587146902,39.54574303856535,1389.0,1.0,12.0,9.0,2.0
15017,19242,200501LX51348,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,54.48653587146901,24.545743038565348,,,,3.0,1.0
21410,27461,200501RG40477,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,55.48653587146901,24.545743038565348,,,,,
1055,1293,200501BS70782,2,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,56.48653587146901,24.545743038565348,124.0,1.0,7.0,3.0,1.0
33081,42377,200501XH30735,3,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,79.48653587146902,34.54574303856535,1332.0,1.0,6.0,4.0,1.0
2194,2663,200501CW10692,3,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,55.48653587146901,24.545743038565348,2157.0,1.0,8.0,1.0,1.0
31919,40932,200501XD81037,1,9,0.0,6,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,66.48653587146902,29.545743038565348,,,,4.0,1.0
24200,31061,200501SX21133,2,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,51.48653587146901,24.545743038565348,,,,,
